Nivå	Typeinndeling	HTG	HT	GT_nr	Basic type	S_kode	Name	Name_EN	Kortnavn	Beskrivelse	KLG_RE-IA	KLG_RE-ID-KF	KLG_RE-KS	KLG_KA	KLG_IYK	KLG_IP	KLG_BP	KLG_VP	KLG_VE	KLG_AI	KLG_AI-KS	KLG_JP	Pred_Lnr	Naturlandskap	rekkefølge_kjeding_klg					
LA	TI	I	I-S	22	I-S-22	LA-TI-I-S-22	Kystnært innlandsslettelandskap under skoggrensen med bebygde områder og jordbruksdominans	Coast-near undulating lowland plain with settlements and agriculture	Kystnær innlandsslette med bebyggelse og jordbruksdominans					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-2		KLG_JP-2	180	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	23	I-S-23	LA-TI-I-S-23	Kystnært innlandsslettelandskap under skoggrensen med tett bebyggelse	Coast-near undulating lowland plain with village	Kystnær innlandsslette med tett bebyggelse					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-3		KLG_JP-1	181	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	24	I-S-24	LA-TI-I-S-24	Kystnært innlandsslettelandskap under skoggrensen med tett bebyggelse  og jordbruksdominans	Coast-near undulating lowland plain with village and agriculture	Kystnær innlandsslette med tett bebyggelse  og jordbruksdominans					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-3		KLG_JP-2	182	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	25	I-S-25	LA-TI-I-S-25	Kystnært innlandsslettelandskap under skoggrensen med by	Coast-near undulating lowland plain with city	Kystnær innlandsslette med by					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-4		KLG_JP-1	183	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	26	I-S-26	LA-TI-I-S-26	Kystnært innlandsslettelandskap med hei under skoggrensen	Coast-near undulating lower mountain plain	Kystnær innlandsslette under skoggrensen med hei					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-2	KLG_AI-1		KLG_JP-1	184	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	27	I-S-27	LA-TI-I-S-27	Kystnært innlandsslettelandskap med hei over skoggrensen	Coast-near undulating mountain plain	Kystnær innlandsslette i fjellet med hei					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-3	KLG_AI-1		KLG_JP-1	185	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	28	I-S-28	LA-TI-I-S-28	Kystnært innlandsslettelandskap med bart fjell over skoggrensen	Coast-near undulating barren mountain plain	Kystnær innlandsslette i fjellet med bart fjell					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-4	KLG_AI-1		KLG_JP-1	186	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	29	I-S-29	LA-TI-I-S-29	Kystnært innlandsslettelandskap med bart fjell over skoggrensen dominert av isbre	Coast-near undulating barren mountain plain with glacier	Kystnær innlandsslette dominert av isbre					KLG_KA-1			KLG_BP-2	KLG_VP-1	KLG_VE-4	KLG_AI-1		KLG_JP-1	187	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	30	I-S-30	LA-TI-I-S-30	Kystnært innlandsslettelandskap under skoggrensen med høyt våtmarkspreg	Coast-near undulating lowland plain with wetlands	Kystnær innlandsslette under skoggrensen med høyt våtmarkspreg					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-1		KLG_JP-1	188	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	31	I-S-31	LA-TI-I-S-31	Kystnært innlandsslettelandskap under skoggrensen med høyt våtmarkspreg og jordbruksdominans	Coast-near undulating lowland plain with wetlands and agriculture	Kystnær innlandsslette med høyt våtmarkspreg og jordbruksdominans					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-1		KLG_JP-2	189	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	32	I-S-32	LA-TI-I-S-32	Kystnært innlandsslettelandskap under skoggrensen med høyt våtmarkspreg og bebygde områder	Coast-near undulating lowland plain with wetlands and settlements	Kystnær innlandsslette med høyt våtmarkspreg og bebyggelse					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-2		KLG_JP-1	190	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	33	I-S-33	LA-TI-I-S-33	Kystnært innlandsslettelandskap under skoggrensen med høyt våtmarkspreg , bebygde områder og jordbruksdominans	Coast-near undulating lowland plain with wetlands and settlements and agriculture	Kystnær innlandsslette med høyt våtmarkspreg, bebyggelse og jordbruksdominans					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-2		KLG_JP-2	191	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	34	I-S-34	LA-TI-I-S-34	Kystnært innlandsslettelandskap med hei under skoggrensen med høyt våtmarkspreg	Coast-near undulating lower mountain plain with wetlands	Kystnær innlandsslette under skoggrensen med hei og høyt våtmarkspreg					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-2	KLG_AI-1		KLG_JP-1	192	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	35	I-S-35	LA-TI-I-S-35	Kystnært innlandsslettelandskap med hei over skoggrensen med høyt våtmarkspreg	Coast-near undulating mountain plain with wetlands	Kystnær innlandsslette i fjellet med hei og høyt våtmarkspreg					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-3	KLG_AI-1		KLG_JP-1	193	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	I	I-S	36	I-S-36	LA-TI-I-S-36	Kystnært innlandsslettelandskap med bart fjell over skoggrensen med høyt våtmarkspreg	Coast-near undulating barren mountain plain with wetlands	Kystnær innlandsslette i fjellet med bart fjell og høyt våtmarkspreg					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-4	KLG_AI-1		KLG_JP-1	194	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP					
LA	TI	K	K-F	1	K-F-1	LA-TI-K-F-1	Åpent fjordlandskap	Open fjord	Åpent fjordlandskap			KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-1		KLG_JP-1	195	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	2	K-F-2	LA-TI-K-F-2	Åpent fjordlandskap med bebygde områder	Open fjord with settlements	Åpent fjordlandskap med bebyggelse			KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-2		KLG_JP-1	196	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	3	K-F-3	LA-TI-K-F-3	Åpent fjordlandskap med bebygde områder og jorbruksdominans	Open fjord with settlements and agriculture	Åpent fjordlandskap med bebyggelse og jorbruksdominans			KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-2		KLG_JP-2	197	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	4	K-F-4	LA-TI-K-F-4	Åpent fjordlandskap med tett bebyggelse	Open fjord with village	Åpent fjordlandskap med tett bebyggelse			KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-3		KLG_JP-1	198	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	5	K-F-5	LA-TI-K-F-5	Åpent fjordlandskap med by	Open fjord with city	Åpent fjordlandskap med by			KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-4		KLG_JP-1	199	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	6	K-F-6	LA-TI-K-F-6	Åpent fjordlandskap med høyt våtmarkspreg	Open fjord with wetlands	Åpent fjordlandskap med høyt våtmarkspreg			KLG_RE-ID-KF-1						KLG_VP-2		KLG_AI-1		KLG_JP-1	200	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	7	K-F-7	LA-TI-K-F-7	Åpent fjordlandskap med høyt våtmarkspreg og bebygde områder	Open fjord with wetlands and settlements	Åpent fjordlandskap med høyt våtmarkspreg og bebyggelse			KLG_RE-ID-KF-1						KLG_VP-2		KLG_AI-2		KLG_JP-1	201	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	8	K-F-8	LA-TI-K-F-8	Relativt åpent fjordlandskap	Relatively open fjord	Relativt åpent fjordlandskap			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-1		KLG_JP-1	202	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	9	K-F-9	LA-TI-K-F-9	Relativt åpent fjordlandskap med bebygde områder	Relatively open fjord with settlements	Relativt åpent fjordlandskap med bebyggelse			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-2		KLG_JP-1	203	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	10	K-F-10	LA-TI-K-F-10	Relativt åpent fjordlandskap med bebygde områder og jorbruksdominans	Relatively open fjord with settlements and agriculture	Relativt åpent fjordlandskap med bebyggelse og jorbruksdominans			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-2		KLG_JP-2	204	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	11	K-F-11	LA-TI-K-F-11	Relativt åpent fjordlandskap med tett bebyggelse	Relatively open fjord with village	Relativt åpent fjordlandskap med tett bebyggelse			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-3		KLG_JP-1	205	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	12	K-F-12	LA-TI-K-F-12	Relativt åpent fjordlandskap med tett bebyggelse  og jorbruksdominans	Relatively open fjord with village and agriculture	Relativt åpent fjordlandskap med tett bebyggelse  og jorbruksdominans			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-3		KLG_JP-2	206	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	13	K-F-13	LA-TI-K-F-13	Relativt åpent fjordlandskap med by	Relatively open fjord with city	Relativt åpent fjordlandskap med by			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-4		KLG_JP-1	207	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	14	K-F-14	LA-TI-K-F-14	Relativt åpent fjordlandskap med høyt våtmarkspreg	Relatively open fjord with wetlands	Relativt åpent fjordlandskap med høyt våtmarkspreg			KLG_RE-ID-KF-2						KLG_VP-2		KLG_AI-1		KLG_JP-1	208	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	15	K-F-15	LA-TI-K-F-15	Relativt åpent fjordlandskap med høyt våtmarkspreg og bebygde områder	Relatively open fjord with wetlands and settlements	Relativt åpent fjordlandskap med høyt våtmarkspreg og bebyggelse			KLG_RE-ID-KF-2						KLG_VP-2		KLG_AI-2		KLG_JP-1	209	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	16	K-F-16	LA-TI-K-F-16	Relativt åpent fjordlandskap med høyt våtmarkspreg og tett bebyggelse	Relatively open fjord with wetlands and village	Relativt åpent fjordlandskap med høyt våtmarkspreg og tett bebyggelse			KLG_RE-ID-KF-2						KLG_VP-2		KLG_AI-3		KLG_JP-1	210	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	17	K-F-17	LA-TI-K-F-17	Nedskåret fjordlandskap	Steep sided fjord	Nedskåret fjordlandskap			KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-1		KLG_JP-1	211	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	18	K-F-18	LA-TI-K-F-18	Nedskåret fjordlandskap med bebygde områder	Steep sided fjord with settlements	Nedskåret fjordlandskap med bebyggelse			KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-2		KLG_JP-1	212	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	19	K-F-19	LA-TI-K-F-19	Nedskåret fjordlandskap med bebygde områder og jorbruksdominans	Steep sided fjord with settlements and agriculture	Nedskåret fjordlandskap med bebyggelse og jorbruksdominans			KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-2		KLG_JP-2	213	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	20	K-F-20	LA-TI-K-F-20	Nedskåret fjordlandskap med tett bebyggelse	Steep sided fjord with village	Nedskåret fjordlandskap med tett bebyggelse			KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-3		KLG_JP-1	214	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	21	K-F-21	LA-TI-K-F-21	Nedskåret fjordlandskap med tett bebyggelse  og jorbruksdominans	Steep sided fjord with village and agriculture	Nedskåret fjordlandskap med tett bebyggelse  og jorbruksdominans			KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-3		KLG_JP-2	215	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	22	K-F-22	LA-TI-K-F-22	Nedskåret fjordlandskap med høyt våtmarkspreg	Steep sided fjord with wetlands	Nedskåret fjordlandskap med høyt våtmarkspreg			KLG_RE-ID-KF-3						KLG_VP-2		KLG_AI-1		KLG_JP-1	216	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	23	K-F-23	LA-TI-K-F-23	Nedskåret fjordlandskap med høyt våtmarkspreg og bebygde områder	Steep sided fjord with wetlands and settlements	Nedskåret fjordlandskap med høyt våtmarkspreg og bebyggelse			KLG_RE-ID-KF-3						KLG_VP-2		KLG_AI-2		KLG_JP-1	217	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	24	K-F-24	LA-TI-K-F-24	Dypt nedskåret fjordlandskap	Narrow and steep sided fjord	Dypt nedskåret fjordlandskap			KLG_RE-ID-KF-4						KLG_VP-1		KLG_AI-1		KLG_JP-1	218	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	25	K-F-25	LA-TI-K-F-25	Dypt nedskåret fjordlandskap med bebygde områder	Narrow and steep sided fjord with settlements	Dypt nedskåret fjordlandskap med bebyggelse			KLG_RE-ID-KF-4						KLG_VP-1		KLG_AI-2		KLG_JP-1	219	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-F	26	K-F-26	LA-TI-K-F-26	Dypt nedskåret fjordlandskap med tett bebyggelse	Narrow and steep sided fjord with village	Dypt nedskåret fjordlandskap med tett bebyggelse			KLG_RE-ID-KF-4						KLG_VP-1		KLG_AI-3		KLG_JP-1	220	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP					
LA	TI	K	K-S	1	K-S-1	LA-TI-K-S-1	Skjermet indre kystslettelandskap	Protected inner coastal plain	Indre kystslette				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	221	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	2	K-S-2	LA-TI-K-S-2	Skjermet indre kystslettelandskap med jordbruksdominans	Protected inner coastal plain with agriculture	Indre kystslette med jordbruksdominans				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	222	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	3	K-S-3	LA-TI-K-S-3	Skjermet indre kystslettelandskap med tett bebyggelse	Protected inner coastal plain with village	Indre kystslette med tett bebyggelse				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	223	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	4	K-S-4	LA-TI-K-S-4	Skjermet indre kystslettelandskap med tett bebyggelse  og jordbruksdominans	Protected inner coastal plain with village and agriculture	Indre kystslette med tett bebyggelse  og jordbruksdominans				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	224	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	5	K-S-5	LA-TI-K-S-5	Skjermet indre kystslettelandskap med by	Protected inner coastal plain with city	Indre kystslette med by				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	225	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	6	K-S-6	LA-TI-K-S-6	Skjermet indre kystslettelandskap med høyt våtmarkspreg	Protected inner coastal plain with wetland	Indre kystslette med høyt våtmarkspreg				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	226	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	7	K-S-7	LA-TI-K-S-7	Skjermet indre kystslettelandskap med høyt våtmarkspreg og jordbruksdominans	Protected inner coastal plain with wetland and agriculture	Indre kystslette med høyt våtmarkspreg og jordbruksdominans				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-2	227	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	8	K-S-8	LA-TI-K-S-8	Skjermet indre kystslettelandskap med høyt våtmarkspreg med tett bebyggelse	Protected inner coastal plain with wetland with village	Indre kystslette med høyt våtmarkspreg og tett bebyggelse				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-2	KLG_JP-1	228	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	9	K-S-9	LA-TI-K-S-9	Skjermet indre slakt til småkupert kystslettelandskap	Protected inner undulating coastal plain	Indre småkupert kystslette				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	229	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	10	K-S-10	LA-TI-K-S-10	Skjermet indre slakt til småkupert kystslettelandskap med jordbruksdominans	Protected inner undulating coastal plain with agriculture	Indre småkupert kystslette med jordbruksdominans				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	230	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	11	K-S-11	LA-TI-K-S-11	Skjermet indre slakt til småkupert kystslettelandskap med tett bebyggelse	Protected inner undulating coastal plain with village	Indre småkupert kystslette med tett bebyggelse				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	231	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	12	K-S-12	LA-TI-K-S-12	Skjermet indre slakt til småkupert kystslettelandskap med tett bebyggelse  og jordbruksdominans	Protected inner undulating coastal plain with village and agriculture	Indre småkupert kystslette med tett bebyggelse  og jordbruksdominans				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	232	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	13	K-S-13	LA-TI-K-S-13	Skjermet indre slakt til småkupert kystslettelandskap med by	Protected inner undulating coastal plain with city	Indre småkupert kystslette med by				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	233	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	14	K-S-14	LA-TI-K-S-14	Skjermet indre slakt til småkupert kystslettelandskap med by og jordbruksdominans	Protected inner undulating coastal plain with city and agriculture	Indresmåkupert kystslette med by og jordbruksdominans				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-3	KLG_JP-2	234	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	15	K-S-15	LA-TI-K-S-15	Skjermet indre slakt til småkupert kystslettelandskap med høyt våtmarkspreg	Protected inner undulating coastal plain with wetland	Indre småkupert kystslette med høyt våtmarkspreg				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	235	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	16	K-S-16	LA-TI-K-S-16	Skjermet indre slakt til småkupert kystslettelandskap med høyt våtmarkspreg og jordbruksdominans	Protected inner undulating coastal plain with wetland and agriculture	Indre småkupert kystslette med høyt våtmarkspreg og jordbruksdominans				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-2	236	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	17	K-S-17	LA-TI-K-S-17	Skjermet indre kystslettelandskap med bratte åser, restfjell, klipper og stup	Protected inner rugged coastal plain	Indre kystslette med bratt fjell				KLG_RE-KS-3		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	237	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	18	K-S-18	LA-TI-K-S-18	Skjermet indre kystslettelandskap med bratte åser, restfjell, klipper og stup med jordbruksdominans	Protected inner rugged coastal plain with agriculture	Indre kystslette med bratt fjell og jordbruksdominans				KLG_RE-KS-3		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	238	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	19	K-S-19	LA-TI-K-S-19	Skjermet indre kystslettelandskap med bratte åser, restfjell, klipper og stup med tett bebyggelse	Protected inner rugged coastal plain with village	Indre kystslette med bratt fjell og tett bebyggelse				KLG_RE-KS-3		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	239	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	20	K-S-20	LA-TI-K-S-20	Skjermet indre kystslettelandskap med bratte åser, restfjell, klipper og stup med høyt våtmarkspreg	Protected inner rugged coastal plain with wetland	Indre kystslette med bratt fjell og høyt våtmarkspreg				KLG_RE-KS-3		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	240	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	21	K-S-21	LA-TI-K-S-21	Middels eksponert ytre kystslettelandskap	Moderately wave-exposed coastal plain	Middels eksponert kystslette				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	241	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	22	K-S-22	LA-TI-K-S-22	Middels eksponert ytre kystslettelandskap med jordbruksdominans	Moderately wave-exposed coastal plain with agriculture	Middels eksponert kystslette med jordbruksdominans				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	242	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	23	K-S-23	LA-TI-K-S-23	Middels eksponert ytre kystslettelandskap med tett bebyggelse	Moderately wave-exposed coastal plain with village	Middels eksponert kystslette med tett bebyggelse				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	243	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	24	K-S-24	LA-TI-K-S-24	Middels eksponert ytre kystslettelandskap med tett bebyggelse  og jordbruksdominans	Moderately wave-exposed coastal plain with village and agriculture	Middels eksponert kystslette med tett bebyggelse  og jordbruksdominans				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	244	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	25	K-S-25	LA-TI-K-S-25	Middels eksponert ytre kystslettelandskap med by	Moderately wave-exposed coastal plain with city	Middels eksponert kystslette med by				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	245	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	26	K-S-26	LA-TI-K-S-26	Middels eksponert ytre kystslettelandskap med høyt våtmarkspreg	Moderately wave-exposed coastal plain with wetland	Middels eksponert kystslette med høyt våtmarkspreg				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	246	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	27	K-S-27	LA-TI-K-S-27	Middels eksponert ytre slakt til småkupert kystslettelandskap	Moderately wave-exposed undulating coastal plain	Middels eksponert og småkupert kystslette				KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	247	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	28	K-S-28	LA-TI-K-S-28	Middels eksponert ytre slakt til småkupert kystslettelandskap med jordbruksdominans	Moderately wave-exposed undulating coastal plain with agriculture	Middels eksponert og småkupert kystslette med jordbruksdominans				KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	248	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
LA	TI	K	K-S	29	K-S-29	LA-TI-K-S-29	Middels eksponert ytre slakt til småkupert kystslettelandskap med tett bebyggelse	Moderately wave-exposed undulating coastal plain with village	Middels eksponert og småkupert kystslette med tett bebyggelse				KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	249	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP					
